caseid_new,caseid_wave,qualified?,w4_broke_up,w234_combo_breakup,w4_xqualified,w4_status,w4_complete,w4_HCMST_interview_fin_yrmo,w4_xtype,w4_xyear,w4_xlast,w4_xss,w4_q1,w4_q2,w4_quality,relationship_quality_w4,w4_attractive,w4_attractive_partner,w4_q3,w4_q4,w4_mbtiming_year,w4_mbtiming_month,w4_q5,w4_q6,w4_q7,w4_mar_year,w4_mar_month,w4_civ_year,w4_q8_a,w4_q8_b,w4_q9,w4_q10,w4_nonmbtiming_year,w4_nonmbtiming_month
1866571,1866571_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Retired,No,,different sex couple,2011.0,2.0,No,,,,,,,,,,,,,,,,,,,,,,
1867521,1867521_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,very attractive,very attractive,,,,,,,,,,,,,,,,
1868455,1868455_4,disqualified,,"broke up at wave 2, 3, or 4",unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869273,1869273_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,No,,different sex couple,2011.0,2.0,No,,,,,,,,,,,,,,,,,,,,,,
1870406,1870406_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,Yes,201305.0,different sex couple,2011.0,2.0,No,,,Good,4.0,moderately attractive,moderately attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,
1871556,1871556_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,slightly attractive,slightly attractive,,,,,,,,,,,,,,,,
1872625,1872625_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875531,1875531_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
1876425,1876425_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878723,1878723_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879215,1879215_4,disqualified,,"broke up at wave 2, 3, or 4",unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880655,1880655_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881545,1881545_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882315,1882315_4,disqualified,,"broke up at wave 2, 3, or 4",unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883321,1883321_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Poor,2.0,not at all attractive,moderately attractive,,,,,,,,,,,,,,,,
1884465,1884465_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885371,1885371_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Good,4.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
1886461,1886461_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Retired,No,,different sex couple,2010.0,3.0,No,,,,,,,,,,,,,,,,,,,,,,
1887365,1887365_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888561,1888561_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Retired,Yes,201310.0,different sex couple,2010.0,3.0,No,yes,yes,Good,4.0,slightly attractive,moderately attractive,,,,,,,,,,,,,,,,
1890241,1890241_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Good,4.0,very attractive,very attractive,,,,,,,,,,,,,,,,
1891561,1891561_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Do not call,No,,different sex couple,2010.0,3.0,No,,,,,,,,,,,,,,,,,,,,,,
1892215,1892215_4,disqualified,,"broke up at wave 2, 3, or 4",unqualified for wave 4,,,,different sex couple,,,,,,,,,,,,,,,,,,,,,,,,,
1893565,1893565_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894396,1894396_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,same-sex couple,2011.0,2.0,Yes,,,Fair,3.0,Refused,Refused,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,
1895245,1895245_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896355,1896355_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897225,1897225_4,disqualified,,"broke up at wave 2, 3, or 4",unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898671,1898671_4,disqualified,,"still together at w4, or some follow-up w/o break-up",unqualified for wave 4,,,,different sex couple,,,,,,,,,,,,,,,,,,,,,,,,,
1899483,1899483_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900391,1900391_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,slightly attractive,moderately attractive,,,,,,,,,,,,,,,,
1901531,1901531_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,No,,different sex couple,2011.0,2.0,No,,,,,,,,,,,,,,,,,,,,,,
1902385,1902385_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,No,,different sex couple,2011.0,2.0,No,,,,,,,,,,,,,,,,,,,,,,
1904661,1904661_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,No,,different sex couple,2010.0,3.0,No,,,,,,,,,,,,,,,,,,,,,,
1905431,1905431_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Fair,3.0,slightly attractive,very attractive,,,,,,,,,,,,,,,,
1906461,1906461_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
1907225,1907225_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,No,,different sex couple,2010.0,3.0,No,,,,,,,,,,,,,,,,,,,,,,
1908381,1908381_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,No,,different sex couple,2011.0,2.0,No,,,,,,,,,,,,,,,,,,,,,,
1909624,1909624_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910205,1910205_4,qualified,broke up,"broke up at wave 2, 3, or 4",qualified for wave 4,Withdrawn,Yes,201304.0,different sex couple,2009.0,4.0,No,,,,,moderately attractive,,,,,,No,,,,,,,,We broke up,I wanted to break up more,2009.0,
1911525,1911525_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912446,1912446_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
1913215,1913215_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914291,1914291_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,very attractive,,,,,,,,,,,,,,,,
1915281,1915281_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,very attractive,very attractive,,,,,,,,,,,,,,,,
1916663,1916663_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918441,1918441_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
1919431,1919431_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Fair,3.0,moderately attractive,slightly attractive,,,,,,,,,,,,,,,,
1920235,1920235_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921553,1921553_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922632,1922632_4,disqualified,,"still together at w4, or some follow-up w/o break-up",unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923753,1923753_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924581,1924581_4,disqualified,,"broke up at wave 2, 3, or 4",unqualified for wave 4,,,,different sex couple,,,,,,,,,,,,,,,,,,,,,,,,,
1925511,1925511_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,Yes,201304.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,very attractive,,,,,,,,,,,,,,,,
1926366,1926366_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,,,Fair,3.0,moderately attractive,moderately attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,,,,,,
1928351,1928351_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Good,4.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
1929641,1929641_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
1930531,1930531_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,very attractive,very attractive,,,,,,,,,,,,,,,,
1931783,1931783_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932416,1932416_4,qualified,,,qualified for wave 4,Do not call,No,,same-sex couple,2009.0,4.0,No,,,,,,,,,,,,,,,,,,,,,,
1933576,1933576_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,same-sex couple,2011.0,2.0,Yes,,,Fair,3.0,slightly attractive,slightly attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,
1934553,1934553_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935281,1935281_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,Yes,201304.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
1936281,1936281_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Good,4.0,slightly attractive,moderately attractive,,,,,,,,,,,,,,,,
1937525,1937525_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939622,1939622_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940555,1940555_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942291,1942291_4,qualified,,,qualified for wave 4,Do not call,No,,different sex couple,2009.0,4.0,No,,,,,,,,,,,,,,,,,,,,,,
1944641,1944641_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Retired,No,,different sex couple,2011.0,2.0,No,,,,,,,,,,,,,,,,,,,,,,
1946255,1946255_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947301,1947301_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Good,4.0,moderately attractive,very attractive,,,,,,,,,,,,,,,,
1948682,1948682_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949435,1949435_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950461,1950461_4,qualified,,,qualified for wave 4,Withdrawn,No,,different sex couple,2009.0,4.0,No,,,,,,,,,,,,,,,,,,,,,,
1951443,1951443_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952535,1952535_4,disqualified,,"broke up at wave 2, 3, or 4",unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953441,1953441_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,No,,different sex couple,2010.0,3.0,No,,,,,,,,,,,,,,,,,,,,,,
1954621,1954621_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,No,,different sex couple,2010.0,3.0,No,,,,,,,,,,,,,,,,,,,,,,
1956455,1956455_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958331,1958331_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,slightly attractive,very attractive,,,,,,,,,,,,,,,,
1959311,1959311_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,No,,different sex couple,2010.0,3.0,No,,,,,,,,,,,,,,,,,,,,,,
1960361,1960361_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201304.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,very attractive,,,,,,,,,,,,,,,,
1961623,1961623_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962405,1962405_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963361,1963361_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,Yes,201304.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
1964531,1964531_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Retired,No,,different sex couple,2011.0,2.0,No,,,,,,,,,,,,,,,,,,,,,,
1965401,1965401_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,Yes,201304.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,slightly attractive,very attractive,,,,,,,,,,,,,,,,
1966581,1966581_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
1967711,1967711_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Good,4.0,moderately attractive,very attractive,,,,,,,,,,,,,,,,
1968195,1968195_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969416,1969416_4,disqualified,,"broke up at wave 2, 3, or 4",unqualified for wave 4,,,,same-sex couple,,,,,,,,,,,,,,,,,,,,,,,,,
1970216,1970216_4,disqualified,,"broke up at wave 2, 3, or 4",unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972476,1972476_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,Yes,201303.0,same-sex couple,2010.0,3.0,Yes,yes,yes,Good,4.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
1973205,1973205_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974466,1974466_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Retired,Yes,201311.0,same-sex couple,2011.0,2.0,No,,,Excellent,5.0,moderately attractive,very attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,,,,,,
1975205,1975205_4,disqualified,,"broke up at wave 2, 3, or 4",unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976792,1976792_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977621,1977621_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,No,,different sex couple,2011.0,2.0,No,,,,,,,,,,,,,,,,,,,,,,
1978511,1978511_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Good,4.0,Refused,moderately attractive,,,,,,,,,,,,,,,,
1981475,1981475_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982391,1982391_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,No,,different sex couple,2011.0,2.0,No,,,,,,,,,,,,,,,,,,,,,,
1984436,1984436_4,qualified,broke up,"broke up at wave 2, 3, or 4",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,,,,,moderately attractive,,,,,,No,,,,,,,,We broke up,"[xnamep] , wanted the break up more",2011.0,
1985391,1985391_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,very attractive,,,,,,,,,,,,,,,,
1986571,1986571_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Retired,Yes,201311.0,different sex couple,2010.0,3.0,No,yes,yes,Excellent,5.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
1989521,1989521_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,No,,different sex couple,2011.0,2.0,No,,,,,,,,,,,,,,,,,,,,,,
1990566,1990566_4,qualified,,,qualified for wave 4,Withdrawn,No,,same-sex couple,2009.0,4.0,Yes,,,,,,,,,,,,,,,,,,,,,,
1991702,1991702_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992601,1992601_4,qualified,partner passed away,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Retired,Yes,201311.0,different sex couple,2011.0,2.0,No,no,,,,,,"[xnamep] passed away, is deceased",,,,,,,,,,,,,,,
1993565,1993565_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,No,,different sex couple,2010.0,3.0,No,,,,,,,,,,,,,,,,,,,,,,
1994473,1994473_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995622,1995622_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996522,1996522_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997225,1997225_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998801,1998801_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Good,4.0,not at all attractive,very attractive,,,,,,,,,,,,,,,,
1999591,1999591_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Do not call,No,,different sex couple,2010.0,3.0,No,,,,,,,,,,,,,,,,,,,,,,
2000641,2000641_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,same-sex couple,2011.0,2.0,Yes,yes,yes,Excellent,5.0,moderately attractive,very attractive,,,,,,,,,,,,,,,,
2001693,2001693_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002381,2002381_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
2003516,2003516_4,qualified,,,qualified for wave 4,Do not call,No,,same-sex couple,2009.0,4.0,Yes,,,,,,,,,,,,,,,,,,,,,,
2005323,2005323_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007215,2007215_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009245,2009245_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201304.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
2013526,2013526_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,No,,same-sex couple,2011.0,2.0,Yes,,,,,,,,,,,,,,,,,,,,,,
2014235,2014235_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015255,2015255_4,disqualified,,"broke up at wave 2, 3, or 4",unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016761,2016761_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Good,4.0,slightly attractive,moderately attractive,,,,,,,,,,,,,,,,
2017286,2017286_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,,,Good,4.0,moderately attractive,moderately attractive,,,,,Yes,Yes,"Yes, married [xnamep]",2011.0,July,,,,,,,
2018495,2018495_4,disqualified,,"broke up at wave 2, 3, or 4",unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019435,2019435_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020261,2020261_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Good,4.0,slightly attractive,very attractive,,,,,,,,,,,,,,,,
2021515,2021515_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023291,2023291_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,No,,different sex couple,2011.0,2.0,No,,,,,,,,,,,,,,,,,,,,,,
2024595,2024595_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025423,2025423_4,disqualified,,"broke up at wave 2, 3, or 4",unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026446,2026446_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,same-sex couple,2011.0,2.0,Yes,,,Good,4.0,moderately attractive,moderately attractive,,,,,Yes,Yes,"Yes, married [xnamep]",2011.0,November,,,,,,,
2027521,2027521_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,slightly attractive,very attractive,,,,,,,,,,,,,,,,
2028576,2028576_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,No,,same-sex couple,2010.0,3.0,No,,,,,,,,,,,,,,,,,,,,,,
2029496,2029496_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,same-sex couple,2011.0,2.0,Yes,,,Excellent,5.0,moderately attractive,moderately attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,
2030381,2030381_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,Yes,201304.0,different sex couple,2010.0,3.0,No,yes,yes,Fair,3.0,slightly attractive,moderately attractive,,,,,,,,,,,,,,,,
2031541,2031541_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Retired,No,,different sex couple,2010.0,3.0,No,,,,,,,,,,,,,,,,,,,,,,
2032535,2032535_4,disqualified,,"broke up at wave 2, 3, or 4",unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033463,2033463_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Do not call,No,,different sex couple,2010.0,3.0,No,,,,,,,,,,,,,,,,,,,,,,
2034526,2034526_4,qualified,broke up,"broke up at wave 2, 3, or 4",qualified for wave 4,Active,Yes,201303.0,same-sex couple,2011.0,2.0,Yes,no,,,,moderately attractive,,separation with no divorce,We both equally wanted the [divorce/separation],2012.0,November,,,,,,,,,,,,
2036461,2036461_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Good,4.0,slightly attractive,moderately attractive,,,,,,,,,,,,,,,,
2037441,2037441_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,slightly attractive,moderately attractive,,,,,,,,,,,,,,,,
2038275,2038275_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,slightly attractive,very attractive,,,,,,,,,,,,,,,,
2039531,2039531_4,qualified,,,qualified for wave 4,Withdrawn,No,,same-sex couple,2009.0,4.0,Yes,,,,,,,,,,,,,,,,,,,,,,
2040821,2040821_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Fair,3.0,very attractive,moderately attractive,,,,,,,,,,,,,,,,
2041791,2041791_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Retired,Yes,201311.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,very attractive,,,,,,,,,,,,,,,,
2042523,2042523_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044583,2044583_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045781,2045781_4,qualified,,,qualified for wave 4,Do not call,No,,different sex couple,2009.0,4.0,No,,,,,,,,,,,,,,,,,,,,,,
2046545,2046545_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
