caseid_new,caseid_wave,qualified?,w4_broke_up,w234_combo_breakup,w4_xqualified,w4_status,w4_complete,w4_HCMST_interview_fin_yrmo,w4_xtype,w4_xyear,w4_xlast,w4_xss,w4_q1,w4_q2,w4_quality,relationship_quality_w4,w4_attractive,w4_attractive_partner,w4_q3,w4_q4,w4_mbtiming_year,w4_mbtiming_month,w4_q5,w4_q6,w4_q7,w4_mar_year,w4_mar_month,w4_civ_year,w4_q8_a,w4_q8_b,w4_q9,w4_q10,w4_nonmbtiming_year,w4_nonmbtiming_month
167245,167245_4,disqualified,,"broke up at wave 2, 3, or 4",unqualified for wave 4,,,,different sex couple,,,,,,,,,,,,,,,,,,,,,,,,,
168646,168646_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,same-sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,slightly attractive,moderately attractive,,,,,,,,,,,,,,,,
171391,171391_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Fair,3.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
172291,172291_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
173205,173205_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173671,173671_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Good,4.0,not at all attractive,moderately attractive,,,,,,,,,,,,,,,,
174603,174603_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Do not call,No,,different sex couple,2011.0,2.0,No,,,,,,,,,,,,,,,,,,,,,,
175455,175455_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176495,176495_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Do not call,No,,same-sex couple,2010.0,3.0,Yes,,,,,,,,,,,,,,,,,,,,,,
177386,177386_4,disqualified,,"broke up at wave 2, 3, or 4",unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178295,178295_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179461,179461_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
180415,180415_4,disqualified,,"broke up at wave 2, 3, or 4",unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181403,181403_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Retired,No,,different sex couple,2010.0,3.0,No,,,,,,,,,,,,,,,,,,,,,,
183655,183655_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185405,185405_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,,,Good,4.0,moderately attractive,moderately attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,
187511,187511_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Good,4.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
188395,188395_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189411,189411_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
190215,190215_4,qualified,broke up,"broke up at wave 2, 3, or 4",qualified for wave 4,Active,Yes,201304.0,different sex couple,2011.0,2.0,No,,,,,very attractive,,,,,,No,,,,,,,,We broke up,I wanted to break up more,2011.0,December
191546,191546_4,qualified,broke up,"broke up at wave 2, 3, or 4",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,no,,,,moderately attractive,,divorce,[xname] wanted the [divorce/separation] more,2012.0,June,,,,,,,,,,,,
192341,192341_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Good,4.0,slightly attractive,very attractive,,,,,,,,,,,,,,,,
193446,193446_4,qualified,,,qualified for wave 4,Retired,No,,different sex couple,2009.0,4.0,No,,,,,,,,,,,,,,,,,,,,,,
194441,194441_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Retired,No,,different sex couple,2011.0,2.0,No,,,,,,,,,,,,,,,,,,,,,,
196851,196851_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Do not call,No,,different sex couple,2011.0,2.0,No,,,,,,,,,,,,,,,,,,,,,,
197486,197486_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,Yes,201304.0,same-sex couple,2011.0,2.0,Yes,,,Excellent,5.0,moderately attractive,moderately attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,,,,,,
198383,198383_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199261,199261_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Good,4.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
201665,201665_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202631,202631_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
203505,203505_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203562,203562_4,disqualified,,"broke up at wave 2, 3, or 4",unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204561,204561_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Retired,Yes,201311.0,different sex couple,2011.0,2.0,No,yes,yes,Good,4.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
205421,205421_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
206541,206541_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
207225,207225_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208762,208762_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209345,209345_4,disqualified,,"broke up at wave 2, 3, or 4",unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210425,210425_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211571,211571_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,not at all attractive,slightly attractive,,,,,,,,,,,,,,,,
211655,211655_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212505,212505_4,disqualified,,"broke up at wave 2, 3, or 4",unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213802,213802_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214591,214591_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,not at all attractive,very attractive,,,,,,,,,,,,,,,,
217365,217365_4,disqualified,,"broke up at wave 2, 3, or 4",unqualified for wave 4,,,,different sex couple,,,,,,,,,,,,,,,,,,,,,,,,,
218426,218426_4,disqualified,,"broke up at wave 2, 3, or 4",unqualified for wave 4,,,,same-sex couple,,,,,,,,,,,,,,,,,,,,,,,,,
219265,219265_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,No,,different sex couple,2010.0,3.0,No,,,,,,,,,,,,,,,,,,,,,,
220411,220411_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
221225,221225_4,qualified,broke up,"broke up at wave 2, 3, or 4",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,,,,,moderately attractive,,,,,,No,,,,,,,,We broke up,"[xnamep] , wanted the break up more",2011.0,December
222281,222281_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,very attractive,,,,,,,,,,,,,,,,
224425,224425_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,,,Fair,3.0,moderately attractive,moderately attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,,,,,,
225411,225411_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,No,,different sex couple,2011.0,2.0,No,,,,,,,,,,,,,,,,,,,,,,
225516,225516_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,same-sex couple,2011.0,2.0,Yes,,,Excellent,5.0,moderately attractive,moderately attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,
226381,226381_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,Yes,201304.0,same-sex couple,2011.0,2.0,No,yes,yes,Good,4.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
227542,227542_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228741,228741_4,qualified,partner passed away,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,no,,,,,,"[xnamep] passed away, is deceased",,,,,,,,,,,,,,,
229666,229666_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Retired,Yes,201311.0,different sex couple,2011.0,2.0,No,,,Good,4.0,moderately attractive,moderately attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,,,,,,
230271,230271_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,Yes,201304.0,different sex couple,2011.0,2.0,No,yes,yes,Good,4.0,moderately attractive,slightly attractive,,,,,,,,,,,,,,,,
230651,230651_4,disqualified,,"still together at w4, or some follow-up w/o break-up",unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231421,231421_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,No,,different sex couple,2011.0,2.0,No,,,,,,,,,,,,,,,,,,,,,,
232595,232595_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233441,233441_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,very attractive,,,,,,,,,,,,,,,,
234565,234565_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236195,236195_4,disqualified,,"broke up at wave 2, 3, or 4",unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236456,236456_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,same-sex couple,2011.0,2.0,Yes,yes,yes,Good,4.0,slightly attractive,moderately attractive,,,,,,,,,,,,,,,,
237565,237565_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238685,238685_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239561,239561_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Good,4.0,slightly attractive,moderately attractive,,,,,,,,,,,,,,,,
240325,240325_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241415,241415_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242355,242355_4,qualified,,,qualified for wave 4,Withdrawn,No,,different sex couple,2009.0,4.0,No,,,,,,,,,,,,,,,,,,,,,,
244431,244431_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Good,4.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
245671,245671_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Retired,No,,different sex couple,2010.0,3.0,No,,,,,,,,,,,,,,,,,,,,,,
246531,246531_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Do not call,No,,different sex couple,2011.0,2.0,No,,,,,,,,,,,,,,,,,,,,,,
247475,247475_4,qualified,broke up,"broke up at wave 2, 3, or 4",qualified for wave 4,Withdrawn,Yes,201304.0,same-sex couple,2011.0,2.0,Yes,,,,,moderately attractive,,,,,,No,,,,,,,,We broke up,"[xnamep] , wanted the break up more",2011.0,June
248795,248795_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249441,249441_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Good,4.0,moderately attractive,very attractive,,,,,,,,,,,,,,,,
250325,250325_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250546,250546_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,same-sex couple,2011.0,2.0,Yes,yes,yes,Excellent,5.0,moderately attractive,very attractive,,,,,,,,,,,,,,,,
251822,251822_4,disqualified,,"still together at w4, or some follow-up w/o break-up",unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252235,252235_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253483,253483_4,disqualified,,"broke up at wave 2, 3, or 4",unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254236,254236_4,qualified,broke up,"broke up at wave 2, 3, or 4",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,,,,,very attractive,,,,,,No,,,,,,,,We broke up,"[xnamep] , wanted the break up more",2011.0,August
255375,255375_4,qualified,,,qualified for wave 4,Withdrawn,No,,different sex couple,2009.0,4.0,No,,,,,,,,,,,,,,,,,,,,,,
256593,256593_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256696,256696_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,same-sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
257822,257822_4,disqualified,,"still together at w4, or some follow-up w/o break-up",unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259495,259495_4,disqualified,,"still together at w4, or some follow-up w/o break-up",unqualified for wave 4,,,,same-sex couple,,,,,,,,,,,,,,,,,,,,,,,,,
260461,260461_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,Yes,201305.0,different sex couple,2011.0,2.0,No,yes,yes,Poor,2.0,not at all attractive,slightly attractive,,,,,,,,,,,,,,,,
261591,261591_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Good,4.0,not at all attractive,moderately attractive,,,,,,,,,,,,,,,,
262566,262566_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,same-sex couple,2011.0,2.0,Yes,yes,yes,Good,4.0,not at all attractive,moderately attractive,,,,,,,,,,,,,,,,
263445,263445_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264703,264703_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266436,266436_4,qualified,,,qualified for wave 4,Do not call,No,,same-sex couple,2009.0,4.0,No,,,,,,,,,,,,,,,,,,,,,,
267361,267361_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Good,4.0,slightly attractive,very attractive,,,,,,,,,,,,,,,,
268742,268742_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269331,269331_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Do not call,No,,different sex couple,2011.0,2.0,No,,,,,,,,,,,,,,,,,,,,,,
270225,270225_4,qualified,broke up,"broke up at wave 2, 3, or 4",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,,,,,very attractive,,,,,,No,,,,,,,,We broke up,We both equally wanted to break up,2012.0,May
271623,271623_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,same-sex couple,2011.0,2.0,Yes,,,Excellent,5.0,moderately attractive,moderately attractive,,,,,Yes,No,"No, did not marry [xnamep]",,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,
272616,272616_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,same-sex couple,2011.0,2.0,Yes,,,Good,4.0,slightly attractive,very attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,
273431,273431_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Fair,3.0,slightly attractive,slightly attractive,,,,,,,,,,,,,,,,
273651,273651_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,very attractive,,,,,,,,,,,,,,,,
274536,274536_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,same-sex couple,2011.0,2.0,Yes,,,Good,4.0,slightly attractive,moderately attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,
275653,275653_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Retired,No,,different sex couple,2010.0,3.0,No,,,,,,,,,,,,,,,,,,,,,,
277391,277391_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,yes,yes,Good,4.0,not at all attractive,very attractive,,,,,,,,,,,,,,,,
278413,278413_4,disqualified,,"broke up at wave 2, 3, or 4",unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279534,279534_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Withdrawn,No,,different sex couple,2011.0,2.0,No,,,,,,,,,,,,,,,,,,,,,,
280593,280593_4,disqualified,,,unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282691,282691_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Retired,Yes,201311.0,different sex couple,2011.0,2.0,No,yes,yes,Excellent,5.0,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,
283386,283386_4,qualified,,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,No,,same-sex couple,2011.0,2.0,Yes,,,,,,,,,,,,,,,,,,,,,,
284426,284426_4,disqualified,,"broke up at wave 2, 3, or 4",unqualified for wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285261,285261_4,qualified,,,qualified for wave 4,Do not call,No,,different sex couple,2009.0,4.0,No,,,,,,,,,,,,,,,,,,,,,,
286556,286556_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,same-sex couple,2011.0,2.0,Yes,,,Excellent,5.0,very attractive,very attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,
287496,287496_4,qualified,still together,"still together at w4, or some follow-up w/o break-up",qualified for wave 4,Active,Yes,201303.0,different sex couple,2011.0,2.0,No,,,Fair,3.0,not at all attractive,moderately attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,
